date,open,high,low,close,volume,index_name,symbol,exchange,currency
20230927,19590.36,19633.42,19341.44,19435.98,0.0,TSX,TSX,TSE,CAD
20230928,19424.24,19629.01,19409.62,19590.74,0.0,TSX,TSX,TSE,CAD
20230929,19671.34,19707.58,19529.94,19541.27,0.0,TSX,TSX,TSE,CAD
20231002,19520.86,19520.86,19145.34,19177.18,0.0,TSX,TSX,TSE,CAD
20231003,19094.57,19125.87,18945.79,19020.92,0.0,TSX,TSX,TSE,CAD
20231004,19017.66,19052.16,18847.09,19034.81,0.0,TSX,TSX,TSE,CAD
20231005,18999.54,19157.53,18997.78,19137.81,0.0,TSX,TSX,TSE,CAD
20231006,19079.62,19283.77,18907.62,19246.07,0.0,TSX,TSX,TSE,CAD
20231010,19304.1,19573.04,19304.1,19501.2,0.0,TSX,TSX,TSE,CAD
20231011,19557.46,19669.56,19541.68,19663.84,0.0,TSX,TSX,TSE,CAD
20231012,19673.57,19702.09,19410.51,19500.24,0.0,TSX,TSX,TSE,CAD
20231013,19620.48,19659.13,19435.04,19462.86,0.0,TSX,TSX,TSE,CAD
20231016,19498.11,19643.09,19426.87,19620.8,0.0,TSX,TSX,TSE,CAD
20231017,19561.61,19768.64,19552.24,19692.8,0.0,TSX,TSX,TSE,CAD
20231018,19670.14,19670.14,19434.34,19450.7,0.0,TSX,TSX,TSE,CAD
20231019,19448.63,19505.24,19327.12,19348.81,0.0,TSX,TSX,TSE,CAD
20231020,19309.5,19309.5,19115.64,19115.64,0.0,TSX,TSX,TSE,CAD
20231023,19042.88,19193.35,18937.56,19046.74,0.0,TSX,TSX,TSE,CAD
20231024,19091.21,19139.19,18952.15,18986.49,0.0,TSX,TSX,TSE,CAD
20231025,18929.68,19090.76,18922.4,18947.85,0.0,TSX,TSX,TSE,CAD
20231026,18918.13,18987.4,18811.3,18875.31,0.0,TSX,TSX,TSE,CAD
20231027,18916.12,18927.38,18692.06,18737.39,0.0,TSX,TSX,TSE,CAD
20231030,18794.45,18966.82,18762.32,18856.77,0.0,TSX,TSX,TSE,CAD
20231031,18883.83,18928.22,18823.89,18873.47,0.0,TSX,TSX,TSE,CAD
20231101,18926.16,19089.73,18907.74,19079.0,0.0,TSX,TSX,TSE,CAD
20231102,19162.38,19640.06,19162.38,19626.34,0.0,TSX,TSX,TSE,CAD
20231103,19701.26,19888.4,19690.3,19824.85,0.0,TSX,TSX,TSE,CAD
20231106,19850.28,19905.37,19709.99,19743.94,0.0,TSX,TSX,TSE,CAD
20231107,19701.29,19701.29,19530.67,19575.59,0.0,TSX,TSX,TSE,CAD
20231108,19566.4,19646.03,19479.39,19530.21,0.0,TSX,TSX,TSE,CAD
20231109,19578.75,19791.12,19578.75,19587.41,0.0,TSX,TSX,TSE,CAD
20231110,19596.18,19655.92,19503.17,19654.47,0.0,TSX,TSX,TSE,CAD
20231113,19637.69,19775.56,19606.34,19709.15,0.0,TSX,TSX,TSE,CAD
20231114,19863.47,20071.03,19863.47,20023.72,0.0,TSX,TSX,TSE,CAD
20231115,20061.0,20139.34,20035.35,20057.89,0.0,TSX,TSX,TSE,CAD
20231116,20051.54,20089.5,19969.93,20053.07,0.0,TSX,TSX,TSE,CAD
20231117,20096.54,20206.63,20096.54,20175.77,0.0,TSX,TSX,TSE,CAD
20231120,20166.16,20262.02,20125.94,20246.47,0.0,TSX,TSX,TSE,CAD
20231121,20222.83,20259.47,20104.31,20109.97,0.0,TSX,TSX,TSE,CAD
20231122,20123.2,20168.67,20048.89,20113.96,0.0,TSX,TSX,TSE,CAD
20231123,20101.89,20179.32,20101.89,20116.66,0.0,TSX,TSX,TSE,CAD
20231124,20091.67,20156.72,20070.49,20103.11,0.0,TSX,TSX,TSE,CAD
20231127,20103.69,20106.53,20031.8,20032.66,0.0,TSX,TSX,TSE,CAD
20231128,19955.7,20075.97,19918.47,20036.77,0.0,TSX,TSX,TSE,CAD
